id,name,effect,god,rarity,mana,type,set,collectable,live,art_id,lib_id,tribe.String,tribe.Valid,attack.Int64,attack.Valid,health.Int64,health.Valid
2675,Procession,Pick One: • Summon three 2/2 Acolytes. • Transform friendly Acolytes into 5/5 Lustric Cultists. Dreadtouched: Do both.,light,epic,6,spell,dread,True,true,C13-075,L13-075,,False,0,False,0,False
2673,Twisted Herald,Frontline. Dreadtouched: Delve a creature from your deck of the same tribe as the sacrificed creature and draw it.,light,common,3,creature,dread,True,true,C13-073,L13-073,aether,True,2,True,5,True
2668,"Thaeriel, Lord of Luster","Roar: Summon Lustric Cultists from your void until your board is full. Each randomly gains blitz, frontline or ward.",light,legendary,7,creature,dread,True,true,C13-068,L13-068,aether,True,6,True,9,True
2667,To the Rescue!,Give a friendly creature armor 1. Draw a card.,light,common,2,spell,dread,True,true,C13-067,L13-067,,False,0,False,0,False
2700,"Karst, Stealer of Souls","After a creature leaves your opponent's void, summon a soulless base copy of it with blitz. Roar: Obliterate a creature from your opponent's void.",deception,legendary,6,creature,dread,True,true,C13-100,L13-100,nether,True,5,True,5,True
2695,Cradle of Secrets,Pull three cards from your void that didn’t start in your deck to your hand. Dreadtouched: Reduce their mana cost by 2.,deception,rare,3,spell,dread,True,true,C13-095,L13-095,,False,0,False,0,False
108,Carcass Vulture,"Confused. Whenever a friendly creature dies, this creature gets +1/+1.",nature,common,2,creature,genesis,True,true,C39,L1-108,wild,True,1,True,1,True
206,Leviathan Hunter,"Roar: Equip a 1/1 Barbed Hook. If you control another Viking, equip a 1/2 Barbed Hook instead.",neutral,common,1,creature,genesis,True,true,C266,L1-206,viking,True,2,True,1,True
2623,Pulsating Chrysalis,Can't attack. Burn 2. Afterlife: Summon the top other Dragon of your void.,death,rare,4,creature,dread,True,true,C13-023,L13-023,dragon,True,2,True,6,True
2622,Dreaconic Priestess,Roar & Ally: Shuffle a Dread into your opponent's deck.,death,common,4,creature,dread,True,true,C13-022,L13-022,dragon,True,3,True,5,True
2621,Catacomb Pariah,Dreadtouched: Deal 2 damage to each other creature.,death,common,3,creature,dread,True,true,C13-021,L13-021,dragon,True,2,True,1,True
2620,Scalecult Conscript,"Roar: Obliterate a Dread from your opponents' deck. If you do, gain blitz.",death,common,3,creature,dread,True,true,C13-020,L13-020,dragon,True,4,True,3,True
2618,Uninvited Guest,Afterlife: Shuffle two Dread into your opponent's deck.,death,common,2,creature,dread,True,true,C13-019,L13-019,dragon,True,3,True,2,True
2666,Path of Light,"Draw the Chosen One. If it has 10 or more health, summon a 5/5 Lustric Acolyte and give it frontline.",light,common,3,spell,dread,True,true,C13-066,L13-066,,False,0,False,0,False
1640,Corrupting Influence,"Summon two random 1 mana creatures from another domain. Then, tempt fate and apply the buff to both of those creatures.",deception,rare,4,spell,mortal,True,true,C10-140,L10-140,,False,0,False,0,False
1539,Crackling Bolt,Deal 3 damage to a creature. Empower 2: Deal 8 damage instead.,magic,rare,3,spell,mortal,True,true,C10-039,L10-039,,False,0,False,0,False
1590,Over-Honed Spear,"Blitz.  After you destroy a creature with this relic, obliterate that creature.",war,rare,2,weapon,mortal,True,true,C10-090,L10-090,,False,4,True,1,True
1308,Necroscepter,"At the end of your turn summon a 1/1 Zombie with leech. If you are frenzied, give that Zombie +1/+1. After a Zombie enters your void, your opponent loses 2 favor.",death,epic,3,weapon,order,True,true,C8-009,L8-009,,False,0,True,1,True
1415,"Avraxus, the Gamekeeper","Blessed. Roar: Each player gains a random amount of favor, up to 10. Deal 5 damage to the god belonging to the player who gained the most, or to each god in case of a tie.",neutral,legendary,2,creature,order,True,true,C8-120,L8-120,guild,True,1,True,1,True
2514,Bad Luck,Target two creatures. Give them “Afterlife: Destroy all other creatures with this afterlife.“,death,epic,2,spell,tides,True,true,C12-114,L12-114,,False,0,False,0,False
2501,Sampler Archive,Manasurge 6: Transform a creature into a 1/1 Rat.,magic,common,3,creature,tides,True,true,C12-101,L12-101,atlantean,True,2,True,4,True
2449,Crab Rave!,"While this is in your hand, after you play a card that didn't start in your deck, reduce this card's mana cost by 1.  Fill your board with 3/2 Jawbone Scuttlers.",nature,epic,15,spell,tides,True,true,C12-049,L12-049,,False,0,False,0,False
2265,Frost Queen Neferu,"Each turn, after the first time your opponent draws a card, plays a card, uses their god power, and attacks with their relic, their god takes 2 damage.",death,legendary,4,creature,wander,True,true,C14-016,L14-016,anubian,True,4,True,4,True
2665,Lustric Oracle,Roar: Add a 2/2 Acolyte to your hand. Dreadtouched: Add three instead.,light,common,3,creature,dread,True,true,C13-065,L13-065,aether,True,3,True,4,True
2731,Resurgent Sirens,Roar: Both players shuffle their hand into their deck and draw equal to the amount they shuffled.,neutral,rare,4,creature,dread,True,true,C13-131,L13-131,,False,5,True,3,True
2730,Dread Marauder,Roar: Give enemy creatures in your opponent's board and hand -3/-3 if they didn't start in their deck. Obliterate any that have 0 health.,neutral,epic,4,creature,dread,True,true,C13-130,L13-130,,False,4,True,5,True
2728,Gate of Souls,Frontline. Can't attack. Roar: Give each enemy creature soulless.,neutral,common,2,creature,dread,True,true,C13-128,L13-128,structure,True,2,True,4,True
2617,Mutation,Transform spells in your hand other than Mutations into random Nature spells with a mana cost of 1 more than their base mana cost. They keep their current mana cost.,nature,common,1,spell,dread,True,true,C13-018,L13-018,,False,0,False,0,False
2616,Hollow Form,"Give all friendly creatures on board and in hand +5/+5, blitz, can’t sleep and soulless.",nature,common,8,spell,dread,True,true,C13-017,L13-017,,False,0,False,0,False
2615,Path of Nature,"Draw a Wild. Dreadtouched: Delve a Wild from your deck instead, draw it, and add the sacrificed creature’s strength and health to it.",nature,common,2,spell,dread,True,true,C13-016,L13-016,,False,0,False,0,False
2614,Sanctuary Steed,Afterlife: Give protected to the strongest friendly creature.,nature,common,1,creature,dread,True,true,C13-015,L13-015,wild,True,2,True,1,True
2612,Dread Deer,Dreadtouched: Gain +2 strength and attack all enemy creatures.,nature,common,3,creature,dread,True,true,C13-013,L13-013,wild,True,2,True,4,True
2611,Druid of the Vines,"At the end of your turn, add a Mutation to your hand.",nature,common,3,creature,dread,True,true,C13-012,L13-012,wild,True,3,True,3,True
2606,Staff of Aberration,"Blitz. After you attack, transform the random highest mana cost friendly Wild into a random creature that costs 2 mana more.",nature,epic,4,weapon,dread,True,true,C13-007,L13-007,,False,3,True,2,True
2604,That Which Feeds Us,Blitz. Twin strike. Dreadtouched: Gain the sacrificed creature’s strength and health. Then shuffle a copy of this into your deck.,nature,legendary,4,creature,dread,True,true,C13-005,L13-005,wild,True,2,True,2,True
2603,Crawling Madness,"Summon three 1/1 Ants. They attack random enemy creatures. Dreadtouched: First give them ""Afterlife: Summon a 1/1 Ant with blitz.”",nature,rare,3,spell,dread,True,true,C13-004,L13-004,,False,0,False,0,False
2602,"Zaheer, Endless Bloom","While this is in your void, after a friendly creature is destroyed, summon this and deal 3 damage to your god.",nature,legendary,3,creature,dread,True,true,C13-003,L13-003,wild,True,3,True,3,True
2664,Font of Initiation,"Backline. At the end of your turn, transform a random friendly Acolyte into a 5/5 Lustric Cultist.",light,common,3,creature,dread,True,true,C13-064,L13-064,structure,True,0,True,2,True
2663,Lustric Punisher,"At the end of your turn, give the Chosen One +2/+2.",light,common,4,creature,dread,True,true,C13-063,L13-063,,False,3,True,5,True
65004,Citadel of the Gods,"At the start of the game, move this card to the top of your deck. Each player summons three legendary champions, equips a champion's relic, and unlocks all mana locks. Both gods gain protected and ward.",neutral,mythic,1,spell,mythic,True,true,C5-005-2,L5-005,,False,0,False,0,False
2601,Regression,Transform the strongest enemy creature into a random creature with 1 less mana cost. Dreadtouched: Transform each enemy creature instead.,nature,rare,3,spell,dread,True,true,C13-002,L13-002,,False,0,False,0,False
2721,Student of Scales,Roar: Uncover Elderytch Mysteries.,magic,common,3,creature,dread,True,true,C13-121,L13-121,mystic,True,4,True,2,True
2720,The Dread Replicator,"At the end of your turn, if the top card of your deck is an Atlantean, summon a copy of it. Dreadtouched: Choose any Atlantean in your deck and put it on the top of your deck.",magic,legendary,6,creature,dread,True,true,C13-120,L13-120,atlantean,True,5,True,5,True
2718,Spire Chronicler,"Ward. After this creature attacks on your turn, uncover Elderytch Mysteries.",magic,epic,2,creature,dread,True,true,C13-118,L13-118,mystic,True,2,True,2,True
2714,Swamp Witch,"Roar: If you're holding a Rare or better Elderytch Mysteries, transform a random enemy creature into a 1/1 Rat.",magic,rare,4,creature,dread,True,true,C13-114,L13-114,mystic,True,4,True,4,True
2713,Cosmic Witness,"Roar: Uncover Elderytch Mysteries. Then, if you are holding an Epic or better Elderytch Mystery, gain spell boost +2.",magic,rare,1,creature,dread,True,true,C13-113,L13-113,mystic,True,1,True,2,True
2712,Ascended Astrologer,"Frontline. Protected. While this is in your hand, after you play a Mystery, reduce this cards mana cost by 2.",magic,rare,8,creature,dread,True,true,C13-112,L13-112,mystic,True,5,True,6,True
2711,Knowing Descendants,"Draw 3 cards. If you're holding a Rare or better Elderytch Mysteries, refresh 3 mana.",magic,rare,5,spell,dread,True,true,C13-111,L13-111,,False,0,False,0,False
2706,Vivid Imagination,Delve a Magic spell twice.,magic,common,2,spell,dread,True,true,C13-106,L13-106,,False,0,False,0,False
2704,Elyrian's Gaze,"Deal 12 damage to a creature. If this destroys it, obliterate it.",magic,common,4,spell,dread,True,true,C13-104,L13-104,,False,0,False,0,False
2703,Peer Within,Foresee 5. Dreadtouched: Draw cards equal to the sacrificed creature’s mana cost.,magic,common,2,spell,dread,True,true,C13-103,L13-103,,False,0,False,0,False
2702,Writing on the Walls,Frontline. Can't attack. Roar: Give an enemy creature Can't attack. Afterlife: Remove Can't attack from that creature.,magic,common,2,creature,dread,True,true,C13-102,L13-102,structure,True,0,True,6,True
2701,Blind Sage,"After you cast a spell, remove can't attack. At the end of your turn, gain can't attack.",magic,common,4,creature,dread,True,true,C13-101,L13-101,mystic,True,6,True,6,True
2734,Worship,"For each enemy creature, summon a 2/2 Acolyte to attack that creature.  Dreadtouched: Give the Acolytes protected first.",light,common,5,spell,dread,True,true,C13-134,L13-134,,False,0,False,0,False
2662,False Acolyte,"Frontline. After a friendly creature is destroyed, give the Chosen One +2/+2.",light,rare,3,creature,dread,True,true,C13-062,L13-062,aether,True,2,True,4,True
2661,Oracle's Offering,Soulless. Pull the top two spells of your void to your hand. Dreadtouched: Reduce their mana cost by 2.,light,epic,4,spell,dread,True,true,C13-061,L13-061,,False,0,False,0,False
2659,Corrupted Angel,Frontline. Leech. Roar: Gain the strength and health of the Chosen One.,light,common,6,creature,dread,True,true,C13-059,L13-059,aether,True,1,True,1,True
2694,Night's Embrace,"Gain control of a sleeping enemy creature. Give it “At the start of your turn, gain sleep.”",deception,rare,3,spell,dread,True,true,C13-094,L13-094,,False,0,False,0,False
2680,Ronellan Doll,"After this creature attacks, reduce the mana cost of each card in your hand that didn’t start in your deck by 2.",deception,common,2,creature,dread,True,true,C13-080,L13-080,nether,True,2,True,3,True
2726,Gaping Pursuer,"At the end of your turn, shuffle a Dread into your opponent's deck.",death,rare,3,creature,dread,True,true,C13-126,L13-126,dragon,True,3,True,4,True
2725,Of Two Minds,Pick One: • Deal 3 damage to each enemy character. • Summon the strongest creature from your void and give it blitz. Dreadtouched: Do both.,death,epic,6,spell,dread,True,true,C13-125,L13-125,,False,0,False,0,False
2634,Sands of Rebirth,"Trigger the afterlife of a creature in your void, then obliterate that creature. Dreadtouched: Repeat.",death,rare,3,spell,dread,True,true,C13-034,L13-034,,False,0,False,0,False
2633,Carrion Nester,Afterlife: Add a random Death Dragon to your hand.,death,common,2,creature,dread,True,true,C13-033,L13-033,dragon,True,3,True,2,True
2632,Moths to a Flame,Destroy all creatures with mana cost 3 or less. Deal 3 damage to your god.,death,epic,5,spell,dread,True,true,C13-032,L13-032,,False,0,False,0,False
2631,Monolith Watcher,"Frontline. Roar: Delve a Death Dragon. If a friendly creature was destroyed this turn, reduce the delved creature's mana cost by 2.",death,epic,6,creature,dread,True,true,C13-031,L13-031,dragon,True,6,True,5,True
2626,Path of Death,Pull a card from your void to your hand and give it soulless. Your god takes damage equal to its mana cost.,death,common,3,spell,dread,True,true,C13-026,L13-026,,False,0,False,0,False
2625,Sweet Surrender,Destroy the weakest enemy creature. Dreadtouched: Heal your god for 4.,death,common,2,spell,dread,True,true,C13-025,L13-025,,False,0,False,0,False
2624,Dreadmass,Summon a Dreadhive with frontline. Set its strength and health equal to the number of Dread in your opponent’s deck.,death,common,2,spell,dread,True,true,C13-024,L13-024,,False,0,False,0,False
2697,Lost in the Crowd,"Set the strength and health of each creature in your opponent’s board, hand and deck to be equal to their hand size. Obliterate any that have 0 health.",deception,epic,8,spell,dread,True,true,C13-097,L13-097,,False,0,False,0,False
2696,Dream Eater,Roar: Add a copy of a non-Legendary card in your opponent’s hand to your hand. Dreadtouched: Pull the chosen card instead.,deception,epic,5,creature,dread,True,true,C13-096,L13-096,nether,True,4,True,3,True
2693,Nightcap,Return a friendly creature with mana cost 5 or less to your hand. Put an enemy creature to sleep.,deception,rare,1,spell,dread,True,true,C13-093,L13-093,,False,0,False,0,False
2692,Cherished Memory,Roar: Obliterate a creature from your opponent's void. This creature transforms into a 4/4 copy of it.,deception,rare,4,creature,dread,True,true,C13-092,L13-092,nether,True,4,True,4,True
2691,Restless Bellkeeper,"Roar: Return a friendly creature to your hand. If you do, also return a sleeping enemy creature to your opponent's hand.",deception,rare,3,creature,dread,True,true,C13-091,L13-091,guild,True,3,True,4,True
219,Nimble Pixie,Flank. Roar: Summon a Nimble Pixie.,neutral,common,1,creature,genesis,True,true,C253,L1-219,amazon,True,1,True,1,True
1483,"Einar, the Frozen King","At the end of your turn, deal your strongest creature's strength as damage to your opponent's weakest creature, or if they have no creatures, to this creature.",war,legendary,6,creature,order,True,true,C8-190-1,L8-190,viking,True,4,True,5,True
2748,Dreadfriend,Roar: Obliterate all Dread from your opponent's deck. Gain +1/+1 for each card obliterated this way.,death,rare,4,creature,promo,True,true,C13-138,L13-138,,False,1,True,1,True
2747,Beagle,Dreadtouched: Transform the weakest enemy creature into a Beagle. Afterlife: Summon a 1/2 Badger and 2/1 Eagle.,nature,rare,3,creature,promo,True,true,C13-137,L13-137,wild,True,3,True,3,True
2749,Aether Hound,Dreadtouched: Obliterate a spell in hand and gain its mana cost as strength.,war,rare,4,creature,promo,True,true,C13-139,L13-139,,False,2,True,5,True
2511,"Tarken, Depths Caller","At the end of your turn, trigger each friendly creature's afterlife twice.",death,legendary,6,creature,tides,True,true,C12-111,L12-111,dragon,True,4,True,8,True
2526,Dragonskull Charm,Ability: Put a copy of a Dragon in your hand into your void that has a mana cost the same or less than your unlocked mana gems. Remove 1 durability from this relic.,death,common,2,weapon,tides,True,true,C12-126,L12-126,,False,0,True,3,True
2487,Sartonian Spymaster,"Frontline. While this is in your hand, after a creature is returned to hand, reduce this card's mana cost by 2 until the end of turn.",deception,common,6,creature,tides,True,true,C12-087,L12-087,guild,True,6,True,6,True
2699,Guild Nighthawk,"Roar: Return a creature to hand. If it’s an enemy creature, gain leech.",deception,common,4,creature,dread,True,true,C13-099,L13-099,guild,True,4,True,2,True
2698,Friend or Foe?,Pull a random highest mana cost card in your hand to your opponent's hand. Then pull another random highest mana cost card in your opponent’s hand to your hand.,deception,epic,3,spell,dread,True,true,C13-098,L13-098,,False,0,False,0,False
2683,Gloom Voyeur,"After you pull a card from your opponent’s void to your hand, transform it into a Path of Deception.",deception,common,1,creature,dread,True,true,C13-083,L13-083,nether,True,1,True,3,True
2682,Tooth Fae,"Hidden for 1 turn. After this creature attacks, add a random card to your hand from your opponent's domain.",deception,common,2,creature,dread,True,true,C13-082,L13-082,nether,True,2,True,3,True
2681,Recurring Nightmare,"Pull the top card of your opponent’s void to your hand. If your opponent controls a sleeping creature, add a Recurring Nightmare to your hand.",deception,epic,1,spell,dread,True,true,C13-081,L13-081,,False,0,False,0,False
2637,Dread Rising,"Give each enemy creature -X/-X, where X is the amount of Dread in your opponent’s deck.",death,rare,5,spell,dread,True,true,C13-037,L13-037,,False,0,False,0,False
26,Valkyrie Heartsworn,Roar: Give a friendly Viking +1 health.,neutral,common,1,creature,genesis,True,true,C64,L1-026,viking,True,3,True,1,True
828,"Neferu, Champion of Death","When this creature is summoned, deal 3 damage to each other character. Afterlife: If your god has 15 health or less, pull this creature into your hand and permanently reduce its cost by 1.",death,legendary,6,creature,trial,True,true,C6-029,L6-029,anubian,True,3,True,5,True
2636,Voidwatch Brand,"After a friendly creature is destroyed, shuffle a Dread into your opponent's deck and lose 1 durability.",death,rare,1,weapon,dread,True,true,C13-036,L13-036,,False,0,True,4,True
2635,Brood Parasite,Can’t attack. Afterlife: Summon a 4/4 Dreadhive.,death,rare,2,creature,dread,True,true,C13-035,L13-035,,False,0,True,2,True
2690,Sleepwalker,Roar: Each creature of mana cost 3 or less goes to sleep.,deception,rare,5,creature,dread,True,true,C13-090,L13-090,guild,True,5,True,5,True
2689,"Lycel, Lucid Nightmaster",Roar: Gain control of the weakest enemy creature until end of turn. Dreadtouched: Gain the strongest instead.,deception,legendary,5,creature,dread,True,true,C13-089,L13-089,guild,True,4,True,3,True
2688,Puppeteer,"Put an enemy creature to sleep. If it's already asleep, gain control of it.",deception,common,4,spell,dread,True,true,C13-088,L13-088,,False,0,False,0,False
2687,Ludia's Lullaby,Put an enemy creature to sleep. Add a copy of each sleeping enemy creature to your hand.,deception,common,3,spell,dread,True,true,C13-087,L13-087,,False,0,False,0,False
2686,Path of Deception,Delve a card in your opponent's deck and add a copy to your hand. Dreadtouched: Repeat.,deception,common,1,spell,dread,True,true,C13-086,L13-086,,False,0,False,0,False
2685,Lucid Dreamer,"After a creature is returned to hand during your turn, gain +1/+1.",deception,common,1,creature,dread,True,true,C13-085,L13-085,guild,True,2,True,2,True
2684,The Nocturnal,Roar: Gain control of a sleeping enemy creature until end of turn. Remove sleep and give it blitz.,deception,common,2,creature,dread,True,true,C13-084,L13-084,nether,True,3,True,2,True
2660,Lustric Cultist,,light,common,5,creature,dread,False,true,C13-T003,L13-T003,aether,True,5,True,5,True
38,Hurl Weapon,Destroy your relic and deal its damage +3 to target creature.,war,common,1,spell,genesis,True,true,C442,L1-038,,False,0,False,0,False
2638,Dreadhive,Frontline.,death,common,3,creature,dread,False,true,C13-T006,L13-T006,,False,4,True,4,True
2619,Dread,Casts When Drawn. Deal 2 damage to your god. Heal your opponent’s god for 2. Draw a card.,death,common,0,spell,dread,False,true,C13-T005,L13-T005,,False,0,False,0,False
101610,Mortal Insight,Foresee 3.  Dreadtouched: Draw a card.,magic,common,2,spell,dread,False,true,C13-EM08,L13-EM08,,False,0,False,0,False
102607,Divine Secret,Give your god ward and protected. Dreadtouched: Heal your god for 5.,magic,rare,1,spell,dread,False,true,C13-EM07,L13-EM07,,False,0,False,0,False
102606,Divine Perception,Foresee 5. Dreadtouched: Then draw three cards from the bottom of your deck.,magic,rare,1,spell,dread,False,true,C13-EM06,L13-EM06,,False,0,False,0,False
102605,Divine Birth,Summon a random 5 mana cost Magic creature. Dreadtouched: Summon a random 7 mana cost Magic creature instead.,magic,rare,2,spell,dread,False,true,C13-EM05,L13-EM05,,False,0,False,0,False
102604,Leyline Beam,Deal 4 damage to the strongest enemy creature. Dreadtouched: Deal 4 damage to your opponent’s god.,magic,epic,1,spell,dread,False,true,C13-EM04,L13-EM04,,False,0,False,0,False
102603,Leyline Balance,Transform a random enemy creature into a 1/1 Rat. Dreadtouched: Transform all creatures instead.,magic,epic,1,spell,dread,False,true,C13-EM03,L13-EM03,,False,0,False,0,False
102602,Leyline Flow,Refresh 2 mana. Dreadtouched: Unlock two mana locks.,magic,epic,1,spell,dread,False,true,C13-EM02,L13-EM02,,False,0,False,0,False
102601,Elderytch Sacrifice,Add a 9/9 Avatar of Magic to your hand. Dreadtouched: Reduce its mana cost by the mana cost of the sacrificed creature.,magic,legendary,0,spell,dread,False,true,C13-EM01,L13-EM01,,False,0,False,0,False
2719,"Otanda, The Enlightened","The first time you play a Mystery on your turn, uncover Elderytch Mysteries. Roar: Uncover Elderytch Mysteries.",magic,legendary,4,creature,dread,True,true,C13-119,L13-119,mystic,True,4,True,5,True
2727,Ant,Blitz,nature,common,1,creature,dread,False,true,C13-T004,L13-T004,,False,1,True,1,True
102609,Mortal Suffering,Deal 1 damage to a random enemy. Repeat. Dreadtouched: Deal 2 damage instead.,magic,common,2,spell,dread,False,true,C13-EM10,L13-EM10,,False,0,False,0,False
102608,Mortal Rise,Summon 2 1/1 Rats.  Dreadtouched: Summon a 5/5 Lab Specimen with Blitz instead.,magic,common,2,spell,dread,False,true,C13-EM09,L13-EM09,,False,0,False,0,False
327,Canonize,Give a creature +3/+3 and protected.,light,common,5,spell,genesis,True,true,C128,L1-327,,False,0,False,0,False
210,Fallen Aether,"Roar: If you have an Aether in your hand, give a Nether +1/+1.",neutral,common,3,creature,genesis,True,true,C261,L1-210,nether,True,3,True,3,True
275,Bearstrider,"While damaged, Bearstrider has +3 strength.",war,common,4,creature,genesis,True,true,C191,L1-275,viking,True,2,True,5,True
281,Red Fume Dash,Give a creature blitz and +2 strength.,war,epic,2,spell,genesis,True,true,C164,L1-281,,False,0,False,0,False
298,Runaway Trebuchet,Blitz. Roar: Deal 2 damage to a random enemy creature.,war,common,5,creature,genesis,True,true,C162,L1-298,structure,True,4,True,1,True
299,Blacksmith Armourer,Roar: Give +1/+1 to each creature in your hand.,war,common,3,creature,genesis,True,true,C161,L1-299,guild,True,1,True,1,True
303,Whetstone,Give your relic +4 strength for its next attack.,war,common,1,spell,genesis,True,true,C157,L1-303,,False,0,False,0,False
306,Blood Rage,Give a damaged friendly creature +4/+2.,war,common,2,spell,genesis,True,true,C152,L1-306,,False,0,False,0,False
308,Take Them All On,"Select a friendly creature. It attacks all enemy creatures on board, in random order.",war,rare,2,spell,genesis,True,true,C150,L1-308,,False,0,False,0,False
309,Demoralise,"Deal 1 damage to each damaged creature. At the end of the turn, draw a card.",war,epic,1,spell,genesis,True,true,C149,L1-309,,False,0,False,0,False
87049,Aspect of the Axolotl,"Give a creature +1 regen, then give that creature +1 strength for each point of regen it has.",nature,common,2,spell,welcome,True,true,C7-049,L7-049,,False,0,False,0,False
239,Bonepact Hunter,Roar: Give a friendly Amazon +3 strength.,neutral,rare,4,creature,genesis,True,true,C235,L1-239,amazon,True,3,True,3,True
1087,Burnished Bull,,neutral,common,7,creature,core,True,true,C693,L2-088,wild,True,10,True,10,True
1258,Harvest Arachne,Deadly.,neutral,rare,3,creature,core,True,true,C350,L2-259,amazon,True,3,True,2,True
1022,Orcish Elite,Blitz. Twin strike.,war,common,5,creature,core,True,true,C833,L2-023,,False,3,True,5,True
101389,Oakspear Guard,,nature,common,1,creature,order,False,true,C638,L8-012-T1,amazon,True,2,True,1,True
100114,Onslaught,Give blitz to one of your creatures.,war,common,2,god power,core,False,true,C549,L2-T046,,False,0,False,0,False
100137,Hyena,,neutral,common,1,creature,core,False,true,C711,L2-T069,wild,True,1,True,1,True
100138,Netherspawn,,neutral,common,6,creature,core,False,true,C765,L2-T070,nether,True,6,True,6,True
258,Hyksosian Chariot,Blitz. Flank. Protected.,war,common,3,creature,genesis,True,true,C216,L1-258,anubian,True,2,True,1,True
1,Nethergram,Summon three random creatures that cost 3 mana or less from your void. Give them +1/+1.,death,rare,7,spell,genesis,True,true,C99,L1-001,,False,0,False,0,False
2,Siren of the Grave,Roar: Obliterate a card in your hand. Afterlife: All enemy creatures go to sleep.,death,rare,1,creature,genesis,True,true,C98,L1-002,,False,2,True,2,True
3,Amazon Hearteater,"Roar: Destroy a creature with 3 health or less. If you control another Amazon, heal your god for the destroyed creature's health.",death,rare,5,creature,genesis,True,true,C97,L1-003,amazon,True,4,True,4,True
4,Influential Incubus,"Roar: For every three Nethers in your deck, this creature gets +1 health and deals 1 damage to both gods.",neutral,epic,3,creature,genesis,True,true,C96,L1-004,nether,True,2,True,1,True
10,Catacomb Curator,Roar: Obliterate a card in your hand. Afterlife: Draw a card.,death,rare,1,creature,genesis,True,true,C91,L1-010,anubian,True,1,True,2,True
16,Faustian Pact,"Draw nine cards. At the end of your turn, obliterate your hand.",death,epic,3,spell,genesis,True,true,C78,L1-016,,False,0,False,0,False
6,Ancient Curse,Add Mana Bind to your opponent's hand.,deception,common,3,spell,genesis,True,true,C465,L1-006,,False,0,False,0,False
13,Charm,"Gain control of target enemy creature for one turn. Give it godblitz. Look at your opponent's hand, select any card and pull it into your hand.",deception,rare,8,spell,genesis,True,true,C86,L1-013,,False,0,False,0,False
17,Mimicus,"At the end of your turn while this creature is in your hand, transform it into a creature in your opponent's hand. It keeps this ability after the change.",deception,legendary,1,creature,genesis,True,true,C77,L1-017,,False,1,True,1,True
12,Sanctify,Give ward to all creatures with strength 2 or less. Draw a card.,light,common,2,spell,genesis,True,true,C87,L1-012,,False,0,False,0,False
14,Healing Insight,Give a friendly creature +2 health and fully heal it.,light,common,1,spell,genesis,True,true,C81,L1-014,,False,0,False,0,False
18,Levitate,Remove frontline and backline from target creature. Draw a card.,magic,common,1,spell,genesis,True,true,C143,L1-018,,False,0,False,0,False
11,Gloam Druid,Roar: Your confused creatures get +2 strength.,nature,epic,2,creature,genesis,True,true,C88,L1-011,mystic,True,2,True,2,True
7,Broken Harvester,"At the start of your turn, this creature attacks a random valid target.",neutral,rare,1,creature,genesis,True,true,C94,L1-007,atlantean,True,1,True,5,True
9,Nether Nanny,"Whenever this creature survives damage, summon a 1/1 Impling.",neutral,common,4,creature,genesis,True,true,C92,L1-009,nether,True,4,True,4,True
15,Respected Jarl,Blitz. Roar: Give a friendly damaged creature twin strike and +1 strength.,war,epic,2,creature,genesis,True,true,C79,L1-015,viking,True,2,True,1,True
19,Mountain Greatwyrm,"Whenever this creature takes damage, double its strength.",war,rare,7,creature,genesis,True,true,C74,L1-019,dragon,True,4,True,9,True
5,Half Life,Summon a creature with mana cost 3 mana or less from your void. Give it blitz and soulless.,death,rare,3,spell,genesis,True,true,C492,L1-005,,False,0,False,0,False
8,Eternal Servant,"Whenever you obliterate a card in your hand, draw a card and your god takes 2 damage.",death,common,3,creature,genesis,True,true,C93,L1-008,,False,1,True,3,True
21,"Osiris, the Eternal",Afterlife: Shuffle this creature into your deck. It keeps all buffs.,light,legendary,3,creature,genesis,True,true,C72,L1-021,anubian,True,3,True,4,True
20,Dimension Looper,"Roar: Deal 1 damage. If you're holding an Aether, deal 3 damage instead.",magic,common,4,creature,genesis,True,true,C70,L1-020,mystic,True,3,True,4,True
23,Portal Wrangler,Roar: Add a copy of the last creature played to your hand.,magic,common,4,creature,genesis,True,true,C69,L1-023,mystic,True,3,True,4,True
22,"Anubis, Guide of Souls","Backline. Whenever a friendly Anubian dies, draw a card.",neutral,legendary,6,creature,genesis,True,true,C71,L1-022,anubian,True,5,True,6,True
24,Midnight Cat,Flank. Roar: Give a friendly creature flank.,neutral,common,1,creature,genesis,True,true,C68,L1-024,wild,True,2,True,2,True
25,"Odin, Endless War","At the end of each turn, summon a Foolhardy Beserker. Roar: Pick one — • Give +5/+3 to a friendly creature, or • Give +3/+10 to a random creature in your hand.",war,legendary,8,creature,genesis,True,true,C66,L1-025,viking,True,5,True,5,True
39,Arrest Warrant,"Summon two 2/2 Acolytes. If your opponent has a creature with strength 4 or more, summon four Acolytes instead.",light,common,6,spell,genesis,True,true,C139,L1-039,,False,0,False,0,False
56,Pharaoh's Body-Double,Roar: Trigger the afterlife of a friendly Anubian.,light,common,2,creature,genesis,True,true,C42,L1-056,anubian,True,2,True,1,True
64,Avatar of Light,Frontline. Protected. Roar: Fully heal all other friendly creatures.,light,legendary,7,creature,genesis,True,true,C412,L1-064,,False,7,True,7,True
41,Pocket Channeler,Spell boost +2.,magic,common,5,creature,genesis,True,true,C379,L1-041,,False,4,True,4,True
